comment,token
Big fan from,[]
아 관리의날 브이로그 대리만족 좋아요,"['관리', '날', '브이', '로그', '대리', '만족']"
언니 신난거 같아용 ,['언니']
너 나쁜짓 하고 다녔어,"['너', '짓']"
입술필러 맞으신거에요 맞으신거라면 효과는 어떤지 어디서 하신거지 알려주세요,"['입술', '필러', '거', '효과']"
어성초  기초 공구 어디서 하세여,"['어성초', '기초', '공구']"
12:06강아지의 움직임을 사랑 해요♡너무 귀엽다♡,"['강아지', '움직임', '사랑', '해']"
日本語字幕、お待ちしてます🧡,[]
혹시 피부과비용 대략어느정돈지알수잇으까요🤏🤏,"['혹시', '피부', '비용', '대략', '정돈', '요']"
언닌 정말피드백여왕구독자들이 궁금해하는거 사이다로 전부해주시는 진짜 슈퍼프리티언닌100만 유튜버감이얏 롱런할거야사랑해요 언니 딴건 다안봐두 언니건 모두 챙겨본다구 화이띵 이쁜 앎송언니:),"['언닌', '정말', '피드백', '왕구', '독자', '사이다', '전부', '진짜', '슈퍼', '프리', '티', '닌', '유튜버감이얏', '롱런', '사랑', '해', '언니', '언니', '건', '모두', '화이', '띵', '앎송언']"
언니 아이디팩 사용 일주일에 한 번 정도가 적당할까요 영상보고 사고싶은데 사용기간이 고민이에용 너무 자주하면 과할까봐 ,"['언니', '아이디', '팩', '사용', '일주일', '번', '정도', '요', '영상', '보고', '용기', '고민', '용', '자주', '과']"
윤곽하면 확실히 살처짐이 심하구나,"['윤곽', '살']"
고기집어디에요,"['집', '어디']"
일회용 밴드가 아니라 장기간 이용할 수 있는 그나마 괜찮은 다른 리프팅 밴드는 없을까요,"['일회용', '밴드', '장기간', '이용', '수', '다른', '리프', '팅', '밴드']"
韓国は美容皮膚科がたくさんあるし安いから羨ましい！,[]
여기에 번역하고 싶은 문장을 입력해 주세요日本語字幕待ってます！！これ合ってるか分かりませんが…,"['여기', '번역', '문장', '입력']"
리프팅 밴드  그거이름이모에요,"['리프', '팅', '밴드', '그거', '이름', '이모']"
Your BigFan from,[]
고기집 어디일까요,"['고기', '집', '어디', '요']"
스타2 브로커 의혹 설 터졌는데 아니면 아니다 맞으면 맞다 해명좀 해주세요,"['스타', '브로커', '의혹', '설', '해명', '좀']"
大好きです❤️,[]
e 스포츠 승부조작 및 불법토토 해명부탁드립니다,"['스포츠', '승부조작', '및', '불법', '토토', '해명']"
이거 어디서  구매하셧어요,"['거', '구매', '셧']"
왕,['왕']
발이손같네요,"['발', '손']"
12:01 ,[]
🤟🥰,[]
또광고,"['또', '광고']"
Hiiii,[]
finally available in indonesian subs <3 saranghae songhee <3 <3,[]
언닝 학폭은 아니져 후,"['언닝', '학폭', '후']"
Rus sub ,[]
름송언니 넘 쥬아  ,"['름송언', '쥬']"
스카이랑 싸웠다고 할 때 부터 눈치챘어여아름송이님은 영상으로 봤을 때 되게 착해보였거든요 스카이는 알게모르게 쎄 한 꾸밈 밝음 이였구이 영상에 나온 투턱마스크는 피피엘 인가용 ,"['스카이', '때', '부터', '눈치', '아름', '송이', '영상', '때', '착', '스카이', '알', '꾸밈', '구이', '영상', '투턱', '마스크', '피피', '인', '가용']"
불법토토 하늘이랑 미인계접근한거 해명좀요^^,"['불법', '토토', '하늘', '미인계', '접근', '거', '해명', '좀']"
すっぴんも可愛いって羨ましいっ字幕がなくてわからないけど顎フェイスラインのやつめっちゃ気になるから頑張って調べてみます,[]
저분도 뭔가 관련있을거 같은게 그친구에 친구데 뭐 끼리끼리 놀겠지뭐,"['분도', '뭔가', '관련', '친구', '친구', '데', '뭐', '끼리끼리', '뭐']"
하늘이랑 미인계 승부조작사건 이거 어떻게 된거에요,"['하늘', '미인계', '승부조작', '사건', '거', '된거']"
조사하면 모든게 다 들어남keyword 조사 김도우랑일단 아직은 아무도 모르는거,"['조사', '모든', '남', '조사', '김도우', '일단', '은', '아무']"
(ㆁωㆁ*)♡♡♡♡♡♡♡♡♡,[]
No need for makeup is already beautiful I'm from Brazil  My name is Renato OliveiraI love you girl Korean ❤❤ you are married ,[]
이 언니 성격 좋아보인다  관상 이즈 사이언스,"['이', '언니', '성격', '관상', '이즈', '사이언스']"
하늘 손절  왜한지 알겟어요,"['하늘', '손절', '왜', '한지']"
한국 여자애들은 완벽 해 나쁘게 싶었지만 안타깝게도 브라질에서 태어 났고 아시아 사람들처럼 눈이 없어 ,"['한국', '여자애', '완벽', '해', '브라질', '태', '아시아', '사람', '눈']"
너도 불법 토토 했어,"['너', '불법', '토토']"
your hair colour is so nice  beautiful,[]
한아름송이님 이미 꽤 비중이 큰 큼지막한 증거들이 당신을 승부조작 브로커라고 지목하고 있는데 어떻게된 사실입니까 하늘이 같은 인성 터진년하고 같이 다니시니 합리적인 의심을 안할수가없네요 만약 e스포츠 승부조작에 가담하신거면 진짜 큰 대가를 치루실거에요 왜냐구요 e스포츠가 전락한 이유중 가장큰 이유가 바로 승부조작이거든요 팬들의 상실감과 상처가 그만큼 크다는 말입니다 승부조작 때문에 그러니 어설프게는 안됩니다 확실한 해명을 하셔야할겁니다 아니라면 여론이 들끓어 아름님께서 올려놓으신 명성이 하루아침에 물거품일 될수있다는 사실 잊지마시고 제대로 해명하십시오,"['한아름송이', '꽤', '비중', '증거', '당신', '승부조작', '브로커', '지목', '사실', '입', '하늘', '인성', '년', '합리', '의심', '만약', '스포츠', '승부조작', '가담', '진짜', '대가', '치루실거', '스포츠', '전락', '이유', '가장', '이유', '바로', '승부조작', '팬', '상실', '감', '상처', '말', '승부조작', '때문', '해명', '여론', '아름', '명성', '하루아침', '품일', '사실', '제대로', '해명']"
오늘도 다들 재밌게 봐주기 +중간에 7분이후쯤 매장 음악때문에 저작권 문제로 오디오부분을 삭제했어요 양해부탁드립니다,"['오늘', '중간', '매장', '음악', '때문', '저작권', '문제', '오디오', '부분', '삭제', '양해']"
웃길라고 해도 모델이라서 다 소화 쌉가능 너무 잘 어울림 ,"['해도', '모델', '소화', '가능', '어울림']"
8:19대단허네_아현웃,"['아현', '웃']"
10:38 그렇게 밀쳐내면 아무리 작은 일이라두 기억한다규  그래듀 이쁜 커플이듀,"['일이', '기억', '규', '그래듀', '커플', '듀']"
썸네일 스타일보고 아름송이님 영상인지 몰랐어용 약간 딩고 같은 느낌이라 해야되낭 무튼 신경쓴게 눈에 보여요 오늘 영상도 잘 보겠습니다 ,"['썸네일', '스타일', '보고', '아름', '송이', '영상', '약간', '딩고', '느낌', '낭', '무', '신경', '눈', '오늘', '영상']"
붕어 아저씨가 인정하시고 “대단하네”라고 하실때 너무 웃겨 ,"['붕어', '아저씨', '인정', '때']"
귀여워  한아름송이 착해빠져서 못깍엉  귀여워요 얼짱시대때 마냥 바보같은 이미지 엿는데  착하고 귀여운것같아여,"['한아름송이', '못', '얼짱시대', '때', '마냥', '바보', '이미지', '엿는데']"
9:47 넘 이뻐 ,[]
こんな風にありのままで、それでいてお互い尊重しあって…ていうカップルになりたい🥺🥺❤️,[]
Cute❤️❤️kawaii🥰,[]
8:21 대단허넼아저씨 커엽,"['허넼', '아저씨', '커엽']"
11:20 격하게 사랑하는 것을 알 수 있었습니다  We could notice how he loves her :),"['격하', '사랑', '것', '알', '수']"
So cute ,[]
デート動画めちゃめちゃ大好きなんだが。,[]
시작부터 아이유 노래로 귀호강에 송이언니로 눈호강까지역시 형송커플은 사랑입니다♥️,"['시작', '아이유', '노래', '호강', '송이', '눈', '호강', '역시', '형송커플', '사랑']"
입고계신옷 정보도 알려주실 수 있나요,"['옷', '정보', '수']"
헐 세상에 이번 영상 티비 예능 같고 너무 재밌는 거 아닌가요 🤣 퀄리티 무슨일 편집자님 진짜 열일하신게 보입니다  살아계시죠 송이님 브이로그는 진짜 편집맛집 믿고보는 형송커플 저도 조만간 동묘 가봐야겠네요 두분 브이로그 자주자주 올려주세요,"['세상', '이번', '영상', '티비', '예능', '거', '퀄리티', '일', '편집자', '진짜', '일', '송이', '브이', '로그', '진짜', '편집', '맛집', '형송', '커플', '저', '조만간', '동묘', '분', '브이', '로그']"
아 언니 진짜 형권님이랑 결혼 해주세요 언니 너무 행복해 보여요 나중에 신혼생활도 꼭 보고싶네여  ♡,"['언니', '진짜', '형권', '결혼', '언니', '나중', '신혼', '생활', '꼭', '보고']"
3:33本当のイケメンは何でも似合うの典型的な例,[]
❤❤❤,[]
だよねえ、二人ともモデルさんだよねえ。規格外のスタイル、カッコ良すぎ！,[]
아닠진짜 개 웃곀 언니 남치니랑 하는 브이로그가 세상 젤 재밋어요 ❤️형송커플쵝오오,"['아닠', '진짜', '개', '웃곀', '언니', '브이', '로그', '세상', '젤', '재밋어', '형', '송커플쵝', '오오']"
13:55,[]
美男美女や🥰✨,[]
진짜꿀잼,"['진짜꿀', '잼']"
このメイク可愛い❤️,[]
いちこめ❗️2人とも可愛い,[]
こんな美男美女なカップル歩いてたら美しすぎて2度見しちゃう………♡笑,[]
대단하네 ,[]
16:30 숙여숙여큐 너무 귀엽잖아요,['큐']
어느새 커플브이로그 맛집이 되버렸다고 한다,"['커플', '브이', '로그', '맛집']"
아니 썸네일만 봐두 웃곀,"['썸네일', '웃곀']"
제 최애커플 너무 귀여워요 ,"['제', '최애', '커플']"
이커플 너무좋다 진짜,"['커플', '진짜']"
ソンイちゃん怖くて値切れないとか可愛い。。私トンデムンやナンデムンで値切って結果色々安くしてもらいました韓国語わからないのに,[]
어흌둘다 부끄러움이 많아서  저두 부끄러움많은편이라 공감해요 0 _ 0,"['어흌둘다', '부끄러움', '저', '부끄러움', '편이', '공감']"
대유잼커플🥰,"['대유', '잼', '커플']"
형권님이랑 같이 있을 때 언니 표정이 쏘스윗하고 녹겠다,"['형권', '때', '언니', '표정', '스윗']"
아 진짜 형송 브이로그 젤 좋아   맨날 올려주라주🤍,"['진짜', '형송', '브이', '로그', '젤', '주']"
난이랗게 데이트 영상이 왜이리 좋응지 볼때마다 재밋어여 ☺️❤️,"['난이랗', '데이트', '영상', '왜', '응', '볼때', '재밋어']"
오늘따라 더 아이즈원 채원 닮은거같아용  존예탱 ❤️,"['오늘', '더', '아이즈', '채원', '존예']"
i love your outfit thank you for eng subs <3,[]
LoveLove(ღ*ˇ ˇ*)｡o♡ᔆᵘᵗᵉᵏⁱ♡,[]
すべてが可愛いよーーーーーーーー！！！！私の好きな美男美女カップル,[]
앜썬구리아저 대다너네케,"['앜썬', '구리아', '저', '케']"
안에입은뷔스티에원피스정보좀영 ,"['안', '뷔', '스티', '원피스', '정보', '좀영']"
薄着すぎない？！,[]
unnie this is so cute please makes daily video with your bf again,[]
두분다 착하고 선한게 보임 너무 예쁜커플 재밋게 영상 잘 봣습니당,"['분다', '보임', '커플', '재밋', '영상', '봣습니당']"
언니 성격 너무귀엽다진짜 넘 해맑잖아 사랑스럼 머리두이뿌고 스타일링까지 갓벽,"['언니', '성격', '진짜', '해', '랑스', '럼', '머리', '스타', '일링', '벽']"
너무 귀여운 커플 ,['커플']
썸네일 완전 고퀄리티 ❤️,"['썸네일', '완전', '퀄리티']"
아름송이언닝♥브이로그는 진짜 너무 좋아요^^♥♥언니 유튜브  너무 잘보고잇고진짜 너무 예쁘고메이크업도 진짜 잘하시고오늘부터 송충이 할게여언닝500만 가즈아제가 피부가 다 뒤집어져서 화장하기가 좀 그런 얼굴이란 말이에요어떻게 피부관리해서 언니처럼  화장을 예쁘게 할수잇을까요알려주세요언니너무 심각한 고민이에요,"['아름', '송이', '닝', '브이', '로그', '진짜', '언니', '유튜브', '진짜', '메이크업', '진짜', '오늘', '송충이', '게', '닝', '가즈아제', '피부', '화장', '좀', '얼굴', '말', '피부관리', '언니', '화장', '언니', '고민']"
아름송이님 유튜브 처음 보는데 두분 넘 귀엽고 잘어울리세요  ,"['아름', '송이', '유튜브', '처음', '분']"
앜 처음 오프닝부터 머리박구 갈 곳 잃은 빨대까지 넘후 욱김 뉴튵,"['앜', '처음', '오프닝', '머리', '곳', '빨대', '후', '욱김', '뉴튵']"
헐 영상 다 봤더니 저도 동묘가구싶어요,"['영상', '저', '동묘']"
本当に2人幸せそうで見てる私まで幸せになりました🥳,[]
Omg indonesian subs  ❤,[]
와아❤🧡,[]
아  언니 왤케 귀여워요  진짜 볼수록 좋아 이언니,"['언니', '왤케', '진짜', '이언']"
언니 브이로그는 믿고 봐요 너무 재밌어요^^,"['언니', '브이', '로그']"
남자분 볼때마다 본투비 모델같이 생기심 누가봐도 모델인 마스크,"['남자', '볼때', '투비', '모델', '생기', '심', '누가', '모델', '마스크']"
벌써 기대된다 ,"['벌써', '기대']"
허어어얼 반묶음머리 너무 잘어울려여 너무이뻐푸,"['얼', '묶음', '머리']"
サムネがdingoみたいwww,[]
잘 봤어용  잼이또용,"['잼', '또용']"
기여웤❤️,"['기여', '웤']"
케미 진쨬너무좋아,"['케미', '진쨬너무좋']"
언니 너묵여우어여귀여워요 가디건 잘어울려요 저도 동묘가야겠어욬,"['언니', '묵', '여우', '가디건', '저', '동묘', '욬']"
고구마 말랭이 큰맘 먹고 샀대  귀여우셔  송이언니 오늘도 넘 존예❤️밀린거 정주행중_ 🥺,"['고구마', '말랭이', '맘', '송이', '오늘', '존예', '정', '주행']"
Yaaay eng subs<3,[]
너무 선남선녀 두분 어떻게 만나셨는지 궁금해용 🥺🥺,"['선남선녀', '분']"
진짜 너무 잘 어울리고 진짜 너무 이뻐요점점 더 이뻐지시는 듯 (ﾉ^ヮ^)ﾉ*:・ﾟ✧,"['진짜', '진짜', '점점', '더', '듯']"
남친분 말하는거너무 웃겨여,"['남친', '말']"
중간에 소리가 안나는게 맞는거죠,"['중간', '소리']"
,[]
(숙여숙여) 언니 졸귀,"['언니', '졸귀']"
두 분 연애 초반부터 라방도 챙겨보고 완전 좋아했는데 너무 보기 좋아요앞으로도 기대하고 잘볼게용❤,"['두', '분', '연애', '초반', '방도', '보고', '완전', '보기', '앞', '용']"
저 이거보고 동묘 가려고욬 재밌겠당,"['저', '거', '보고', '동묘', '욬']"
I love this videos  ,[]
이거 치마 정보좀알려주세용 원피스 ,"['거', '치마', '정보', '좀', '원피스']"
광고멈춰놓고 댓글달기 넘기대된다,['광고']
Omg sub indo,[]
언니 저 이번 브이로그 벌써 3번이나 봤어요 형권님이랑 송이언니 케미에 맛깔나는 편집까지 더해지니 너무 좋아요 다른 커플 브이로그는 안챙겨보는데 언니껀 꼭 챙겨봐요 빨리 다음 브이로그도 보고싶어요♥️♥️,"['언니', '저', '이번', '브이', '로그', '벌써', '번', '형권', '송이', '케미', '편집', '다른', '커플', '브이', '로그', '언니', '껀', '꼭', '다음', '브이', '로그']"
동묘요정  둘다 존잘존옠 쇼핑 컨텐츠 좋은거 같아요🥰,"['동묘', '요정', '존잘', '존옠', '쇼핑', '컨텐츠', '거']"
새로운 느낌의 컨텐츠 다만 옷 뜯는 부분 화면색이 핑크빛이였다 아니였다하는 게 너무 아쉬워요,"['느낌', '컨텐츠', '다만', '옷', '부분', '화면', '색', '핑크', '빛', '게']"
You guys are super cute together This was a fun video ,[]
구름이 태풍이 넘 귀   근데 아가들 잘 챙겨주는 아름송이 언니도 넘 귀     이 천사들,"['구름', '태풍', '귀', '아가', '아름', '송이', '언니', '귀', '이', '천사']"
형아커플로 하시지 발음하기도쉽고 형아부르는것같구용오늘도 즐감햇어유♡,"['형아', '커플', '발음', '형아', '오늘', '즐감', '햇', '어유']"
남자친구분이랑 케미가 너무 좋고 재밌어요 커플브이로그가 젤 재미써요 언니 최공,"['남자친구', '케미', '커플', '브이', '로그', '젤', '재미', '언니', '최공']"
Favorit couple,[]
와 송이 언니 그래도 돈 많고 영앤리치인데도 불구하고 막 맘에 든다고 바로바로 사지 않고 신중하게 고르는 거 의외라 멋있어용 3천원이 어디서 나오냐는 거두 그렇고 생각보다 과소비도 안하시고 전부터 느꼈지만 볼수록 어른스럽고 되게 성숙하다고 해야하나  저라면 이것저것 다 사고싶을 거 같은데 역시 이렇게 아끼시니 영앤리치겠죠🤤 그리고 저 가디건 진짜 넘 예뻐요 잘어울리세용❤️,"['송이', '언니', '돈', '앤', '리치', '도', '불구', '막', '맘', '사지', '거', '의외', '거두', '생각', '과소', '비도', '전', '라면', '것', '것', '거', '역시', '앤', '리치', '저', '가디건', '진짜']"
두분 너무 잘어울리시네요❤,['분']
짱이에요❤️❤️❤️,['짱']
와 따봉은 16 천 싫어요는 19 개 밖에 없어 역시 아름송이언니❤️,"['봉', '천', '요', '개', '역시', '아름', '송이']"
Yeayyyy udah ada sub indonya,[]
언닝 귀여워요 사라메 ❤︎,"['언닝', '사라', '메']"
와 진짜 잘찾으신다 동묘옷 생각보다 너무 더러운데 다비쌈브랜드랍시고 목늘어나고 오염묻은 맨투맨 4만얼마에 파는거보고 식겁햇어여,"['진짜', '동묘', '옷', '생각', '다비', '쌈', '브랜드', '랍시고', '목', '오염', '투맨', '보고', '식겁햇']"
아름송이님 원피스정보알슈있을까요,"['아름', '송이', '원피스', '정보', '알슈']"
10:06 형권님 애같아 ⫬ヲ ⫬ヲ ⫬ヲ ⫬,"['형권', '애']"
언니 동묘에 명품짭 진짜 겁나 많아요,"['언니', '동묘', '명품', '진짜']"
언니 브이로그 너무 재밋어용 앞으로도 많이 올려주세요 🤤 데이트도 너무 행복해보여욤,"['언니', '브이', '로그', '재밋어용', '앞', '데이트', '행복', '욤']"
IUだ！🥰,[]
오늘따라 더이뻐요 진짱,"['오늘', '더', '진']"
언니 오늘 메이크업도 반말 모드로 겟잇뷰티 찍어주세요  요즘 언니 영상들 보면서 하루 보내는 중입니당,"['언니', '오늘', '메이크업', '반말', '모드', '겟잇뷰티', '요즘', '언니', '영상', '하루', '중']"
Hore sub indo❤ I LOVE YOU AREUM❤❤❤❤,[]
꺄❤️❤️❤️❤️넘 조아용,['꺄']
한철리 제품은 인터넷으로 살수있나요,"['철리', '제품', '인터넷']"
머리손질법 올려주세요,"['머리', '손질', '법']"
온미 혹시 머리 파마하신거에요 파마 하고싶은데 머리 너무 예뻐서용 ,"['온', '혹시', '머리', '파마', '파마', '머리', '용']"
와 따봉은 16 싫어요는 19   역시 아름송이 라스,"['봉', '요', '역시', '아름', '송이', '라스']"
헐 가방 대박저도갈래요,"['가방', '대박', '도', '갈래']"
가디건 정보 궁금해오🤎🤍,"['가디건', '정보']"
JPNsub 고마워요🥰🥰,[]
혼수요 결혼하시나요,"['혼수', '결혼']"
待って、二人とも左利き？なにそれ……なんか最高,[]
퀄리티 모야,"['퀄리티', '모야']"
다음에는 GT 오재용디자이님도 같이 나와주세용 ,"['다음', '디', '님']"
우정하늘랑한번더찍어주세용,"['우정', '하늘', '한번', '더']"
가디건 정보좀 알려주세용,"['가디건', '정보', '좀']"
4:34 아닠서로 놀릴거 생각하고 옷을 고르시넼,"['아닠서', '생각', '옷', '넼']"
이언니는 뭔가 믿음직함 착할거같구 착할거같규  홍영기 한아름송이 문야엘 윤아라 님 이러케네묭이서 잘뭉쳐있는거보면 네묭다 좋은사람들이라서 그런거가타요 보기조하오,"['언니', '뭔가', '규', '홍영기', '한아름송이', '윤아', '묭', '네묭다', '사람', '거가', '타요', '보기']"
남자친구 차 정보알려주세요,"['남자친구', '차', '정보']"
彼氏さんの身長知ってる方いますか？？,[]
언니 오늘 영상에 피부가 너무 예쁜데 대체 어떤걸 바르신거예용><,"['언니', '오늘', '영상', '피부', '대체', '걸', '거', '용']"
30000$ ,[]
❤❤❤,[]
LOV U GUYS,[]
죄송하지만 여성분 보다 남자분이 더이쁘네요,"['여성', '남자', '더']"
생각보다 저 어두운거 괜창은거같아요🤔🤔완전 흑발가나요,"['생각', '저', '어', '괜창', '거', '완전', '흑발', '가나']"
She could honestly pull off any hair color I--,[]
흑발하니까 막 더 도도&우아&분위기폭발샤넬원브랜드때 흑발이였으면 더더더더 골쟈스했을고같아요진짜 흑발 넘이뻐요,"['흑발', '막', '더', '도도', '분위기', '폭발', '샤넬', '브랜드', '때', '흑발', '더더', '더더', '골', '쟈스', '진짜', '흑발']"
자기합리화가아니고 원래염색할때머리안감고가야두피손상없는게맞음,"['자기', '합리화', '원래', '염색', '때', '머리', '안감', '고가', '두피', '손상']"
I love your relationship with your boyfriend you two are so cute,[]
11:46초부터 너무 웃겨욬 올리브영 소개 받게  너무 웃기네욬 아름송이님 흑발도 너무 잘 어울리세요 ,"['웃겨욬', '올리브영', '소개', '웃기', '욬', '아름', '송이', '흑발']"
흑발하니까 훨씬 얼굴 하얘보이구 잘 어울려용,"['흑발', '얼굴', '얘']"
11:57 아웃겨,"['아웃', '겨']"
The hair looks so good on you,[]
暗髪新鮮で素敵ですよ⸜❤︎⸝,[]
最近最初から日本語訳ついてて嬉しいです今日も可愛い！！❤❤❤,[]
11:23 흑발에 앞머리 없고 긴생머리 진짜이쁘다,"['흑발', '앞머리', '생머리', '진짜']"
シェーディングしてるときの横顔がすごい綺麗だった、、、、🥺너무이뻤어요🥰,[]
11:59 개웃겨 뒤지겠슴요 아 ,"['개', '슴']"
11:49 아낰 올리브영 ,"['아낰', '올리브영']"
진짜 개이쁜데 흑발 언니 파스텔룩 소개영상글구 레드립 메이컵 존버할게염 ><,"['진짜', '개', '흑발', '언니', '파스텔', '소개', '영상', '글구', '레드', '립', '메이', '컵', '존버할게염']"
  너 소개 받게  오늘도 재밌어요 그리구 밝은 머리도 예뻤는데 어두운것도 찰떡,"['너', '소개', '오늘', '머리', '어', '찰떡']"
솔직히 송이언니 겟레디가 젤 보기 편함 인정,"['송이', '겟레디', '젤', '보기', '인정']"
11:43 대존예  흑발 박제하세유 ,"['존예', '흑발', '박제', '유']"
흑발이 더 고급지고 세련되고 이뻐보여용🤍,"['흑발', '더', '고급', '지고']"
ほんとに美人,[]
댓글먼저달고 감상해야지 언뉘 사랑해요❤️언니 너무예뻐요 공주에요 공주,"['댓글', '먼저', '달', '감상', '뉘', '사랑', '언니', '공주', '공주']"
갠적으루 언니 갈발보다 흑발했을때 이목구비 더 뚜렸하구 진심 분위기 갑 개조녜에요🤍,"['갠적으루', '언니', '발', '흑발', '때', '이목구비', '더', '뚜렸', '진심', '분위기', '갑', '개조', '녜']"
이제 흑발도 했으니 흑발에 풀뱅갑시다,"['이제', '흑발', '흑발', '풀뱅']"
머리 너무 이뻐용 혹시 무슨 색으로 하셨나용다크 브라운 인가용,"['머리', '혹시', '무슨', '색', '다크', '브라운', '인', '가용']"
黒髪ぱっつんだと…！見たすぎる！！！,[]
ほんっとにかわいい,[]
I will pay 'cuz your hair looks pretty damn I want all that she has🥺,[]
暗い色めちゃくちゃ似合ってる！！好きーーーー！！,[]
6:50 에 노래가 갑자기 마법이 벌어질거같은 그런 bgm,"['노래', '갑자기', '마법']"
久しぶり〜🥰🥰🥰🥰動画楽しみにしてたよ！,[]
アルムソンイちゃんの黒髪ぱっつんも見てみたい,[]
음 편집이 왜케 어색한거같지 노래 왜 바뀌죠,"['음', '편집', '왜케', '노래', '왜']"
11:52올리브영진짜 은근히 개그캐임,"['올리브영', '진짜', '은근', '개그', '캐임']"
This colour suits you so well  ♥,[]
10:28 제일좋아하는부분,"['제일', '부분']"
10:15쯤 되게 꼬북이같고 형권님 이마 챱 언니 진짜 귀여워요,"['쯤', '꼬북이같', '형권', '이마', '챱', '언니', '진짜']"
かかかかかわいいい、、、、,[]
언니 흑발 개이뻐여레전드,"['언니', '흑발', '개', '레전드']"
아 너무 좋아  아 진짜 언니 제발 언니 다 해 언니 사랑해 언니  언니 나 잠깐 울고 올게요 젤 사랑해요 젤 이뻐 우리언니가 제일 이뻐요 여러분,"['진짜', '언니', '제발', '언니', '해', '언니', '사랑', '언니', '언니', '나', '잠깐', '울', '젤', '사랑', '젤', '우리', '제일', '여러분']"
髪色暗いのかわいい！決めた！私も次は暗い髪色にしよっと！,[]
すごく似合ってます❤️❤️かわいいです,[]
え、めっちゃ可愛い(♥Ü♥)黒の方がいい☺️☺️,[]
Legenda em português POR FAVOR Portuguese subtitles PLEASE ,[]
暗いのもとっても似合ってる！！！！可愛い！！！🥰🥰,[]
超可愛い〜🥺,[]
本当にいつも可愛い♡,[]
올리브영,['올리브영']
송이언니 원래도 예뿐데 흑발하니까 얼굴이 더 환해보이네여 게다가 겟레디라니 넘조아요 화장할때 봐야징  ,"['송이', '원래', '뿐데', '흑발', '얼굴', '더', '보이', '게다가', '겟레디', '화장', '때', '징']"
最後怖すぎィ！,[]
대체왜 이제야 톤다운 하신겅가유대존예 진짜 ,"['대체', '왜', '이제야', '톤', '다운', '겅', '유대', '존예', '진짜']"
Your hair is pretty and you two are adorable ,[]
6:36 이분 화장하는거 첨봤는데 뷰러하는거 보고 깜놀 ,"['이분', '화장', '뷰', '러하', '거', '보고', '깜놀']"
いつも楽しみにしてます^ ^日本語字幕ありがとう❣️参考にしてます,[]
髪乾かすときの顔面ガード？笑すごい初めて見た黒髪も可愛いね！よく似合ってます❤️,[]
めっちゃかわいい！！！🥺,[]
아름송이 언니 백날 백년 흑발만 해주시면 좋겠다 ,"['아름', '송이', '언니', '날', '백년', '흑발', '해주시']"
아름송이님 겟레디윗미 너무 좋아요미용실 가시는 영상두,"['아름', '송이', '겟레디윗미', '미용실', '영상']"
존예언닌 흑발이다 아니다 금발 아니아니 그 핑크머리 :@아녀 다 해 우리언니 다 해요 다 옙쁘고 귀엽고 사랑스럽고 귀티 철철 매력쟁이 해요,"['존예', '닌', '흑발', '금발', '그', '핑크', '머리', '해', '우리', '해', '옙쁘', '티', '철철', '매력', '해']"
이뻐요언니 흑발처돌이 됐어요,"['언니', '흑발', '처', '돌이']"
かわいすぎ❤️なんか愛らしいところが、ファンジョンウムちゃんに似てるなって思った！,[]
きゃー！可愛すぎる…可愛いの塊しかなくて🥺❤,[]
可愛いです！！似合ってます！,[]
미친 언니 존나예뻐 사랑해,"['언니', '존나', '사랑']"
アルムソンイちゃん暗い色似合ってます〜前髪も楽しみにしてますね！,[]
明るいときも可愛かったけど黒髪も可愛い！✨,[]
黒髪似合う！！！,[]
너 소개받궤 뀅엑 너무 귀여우시다 ,"['너', '소개', '궤', '뀅엑']"
원래도 예쁘긴한데  흑발하니까 확 산다 ,"['원래', '흑발', '확', '산다']"
존나 예쁘다,['존나']
썸네일 보고 힉 하고 들어왔어요 진짜 이뻐요,"['썸네일', '보고', '힉', '진짜']"
可愛い,[]
왕완전 공주같아용❤️너무 이뻐용❤️,"['왕', '완전', '공주']"
왈가닥뷰티에서 진짜 예쁘심 진짜 예뻤어요,"['왈', '가닥', '뷰티', '진짜', '심', '진짜']"
11:50  아겁나웃겨여,[]
언니 흑발 대존예 미쳤다 진짜 ,"['언니', '흑발', '존예', '진짜']"
와 흑발충동 온다존예 ,"['흑발', '충', '존예']"
흑발 레전드♥️ 왜 이제서야 했어요평생 흑발 해줘요,"['흑발', '레전드', '왜', '이제', '평생', '흑발']"
黒髪に似合うメイク早くみたい……！アルムソンイちゃん黒髪似合いすぎ,[]
여자는 평생 머리색때매 고민인거 같아요흑발하면 흑발이 이쁜더같고 밝은색 하면 밝은게 이쁜거같고,"['여자', '평생', '머리색', '때매', '고민', '흑발', '흑발', '더', '은색']"
可愛いです！,[]
뜬금없는 얘기지만 네이처리퍼블릭 원브랜드 해주세용 흑발 존예,"['뜬금', '얘기', '네이처리퍼블릭', '브랜드', '흑발', '존예']"
이언니 어두운 머리 진짜 잘어울리네 브라운도 조녜였는데 다 이쁘네,"['이언', '어', '두운', '머리', '진짜', '브라운', '녜']"
すごく似合ってる可愛い❤️私も暗くしたくなりました〜🥺,[]
黒髪に似合うメイク楽しみにしています♡,[]
今日もかわいい〜♡♡暗めも似合う！,[]
언니는 어떤색을 해도 예뻐용 오랜만에 흑발하니까 진짜 멋있어용,"['언니', '색', '해도', '만', '흑발', '진짜']"
아 진짜 예뿌다 ,"['진짜', '예뿌']"
